Categoria,Tipo,Critério-B,Nº Cat,Categoria-Tipo,Ref #,Categoria-Conceito,Categoria-Exemplos,Categoria-Descrição,Tipo-Conceito,Tipo-Exemplos,Tipo-Descrição,Critério-B-Conceito,Pergunta,1 - Sem barreiras,5 - Com barreiras impeditivas
Interação,Interagir assincronamente,Flexibilidade,2,Int - Interagir assincronamente,8,"Envolve os comportamentos de interação, simultâneos ou não, para tirar dúvidas, enviar sugestões ou reclamações.","ex: - entrar em contato com o suporte para tirar dúvida; - entrar em contato com a Ouvidoria para registrar uma reclamação.","Envolve os comportamentos de interação, simultâneos ou não, para tirar dúvidas, enviar sugestões ou reclamações.ex: - entrar em contato com o suporte para tirar dúvida; - entrar em contato com a Ouvidoria para registrar uma reclamação.","É o comportamento da pessoa usuária de comunicar-se com o suporte do serviço de maneira não instantânea, com respostas em tempos distintos.","ex: enviar um e-mail para o suporte do serviço, expondo determinada questão.","É o comportamento da pessoa usuária de comunicar-se com o suporte do serviço de maneira não instantânea, com respostas em tempos distintos.ex: enviar um e-mail para o suporte do serviço, expondo determinada questão.",Refere-se à capacidade de um site ou aplicativo se adaptar às diferentes necessidades e preferências das pessoas usuárias.,O suporte assíncrono é personalizado para pessoa usuária?,A equipe do serviço sempre usa as informações de que dispõe sobre a pessoa usuária para personalizar a interação.,A equipe do serviço não usa as informações de que dispõe sobre a pessoa usuária para personalizar a interação.
Interação,Interagir assincronamente,Consistência,2,Int - Interagir assincronamente,9,"Envolve os comportamentos de interação, simultâneos ou não, para tirar dúvidas, enviar sugestões ou reclamações.","ex: - entrar em contato com o suporte para tirar dúvida; - entrar em contato com a Ouvidoria para registrar uma reclamação.","Envolve os comportamentos de interação, simultâneos ou não, para tirar dúvidas, enviar sugestões ou reclamações.ex: - entrar em contato com o suporte para tirar dúvida; - entrar em contato com a Ouvidoria para registrar uma reclamação.","É o comportamento da pessoa usuária de comunicar-se com o suporte do serviço de maneira não instantânea, com respostas em tempos distintos.","ex: enviar um e-mail para o suporte do serviço, expondo determinada questão.","É o comportamento da pessoa usuária de comunicar-se com o suporte do serviço de maneira não instantânea, com respostas em tempos distintos.ex: enviar um e-mail para o suporte do serviço, expondo determinada questão.","Refere-se à garantia de que elementos visuais, interações e funcionamento do sistema se mantenham coerentes ao longo de toda a jornada da pessoa usuária.",Procedimentos padronizados são usados para atendimento da pessoa usuária?,Procedimentos-padrão estão claramente definidos e são integrados à prática diária de toda a equipe do serviço. A equipe tem um processo sistemático para atualizar regularmente uma base de conhecimento compartilhada (ex. notas sobre problemas comuns e como resolvê-los).,"Não há procedimentos-padrão em vigor. Não há processo em vigor para a equipe atualizar a sua própria base de conhecimento pessoal, nem uma base de conhecimento compartilhada (ex. notas sobre problemas comuns e como resolvê-los)."
Interação,Interagir assincronamente,Confiança,2,Int - Interagir assincronamente,10,"Envolve os comportamentos de interação, simultâneos ou não, para tirar dúvidas, enviar sugestões ou reclamações.","ex: - entrar em contato com o suporte para tirar dúvida; - entrar em contato com a Ouvidoria para registrar uma reclamação.","Envolve os comportamentos de interação, simultâneos ou não, para tirar dúvidas, enviar sugestões ou reclamações.ex: - entrar em contato com o suporte para tirar dúvida; - entrar em contato com a Ouvidoria para registrar uma reclamação.","É o comportamento da pessoa usuária de comunicar-se com o suporte do serviço de maneira não instantânea, com respostas em tempos distintos.","ex: enviar um e-mail para o suporte do serviço, expondo determinada questão.","É o comportamento da pessoa usuária de comunicar-se com o suporte do serviço de maneira não instantânea, com respostas em tempos distintos.ex: enviar um e-mail para o suporte do serviço, expondo determinada questão.","Refere-se à relação de credibilidade estabelecida entre a instituição pública e o cidadão, sustentada pela transparência nas ações e pela disponibilização de informações precisas e oportunas. É o sentimento de que a outra parte agirá de forma justa, honesta e confiável.",Os próximos passos estão claros?,A pessoa usuária recebe informações que explicam claramente os próximos passos no processo e o que pode ser feito.,Nenhuma informação é fornecida sobre os próximos passos no processo.
Interação,Interagir assincronamente,Confiança,2,Int - Interagir assincronamente,11,"Envolve os comportamentos de interação, simultâneos ou não, para tirar dúvidas, enviar sugestões ou reclamações.","ex: - entrar em contato com o suporte para tirar dúvida; - entrar em contato com a Ouvidoria para registrar uma reclamação.","Envolve os comportamentos de interação, simultâneos ou não, para tirar dúvidas, enviar sugestões ou reclamações.ex: - entrar em contato com o suporte para tirar dúvida; - entrar em contato com a Ouvidoria para registrar uma reclamação.","É o comportamento da pessoa usuária de comunicar-se com o suporte do serviço de maneira não instantânea, com respostas em tempos distintos.","ex: enviar um e-mail para o suporte do serviço, expondo determinada questão.","É o comportamento da pessoa usuária de comunicar-se com o suporte do serviço de maneira não instantânea, com respostas em tempos distintos.ex: enviar um e-mail para o suporte do serviço, expondo determinada questão.","Refere-se à relação de credibilidade estabelecida entre a instituição pública e o cidadão, sustentada pela transparência nas ações e pela disponibilização de informações precisas e oportunas. É o sentimento de que a outra parte agirá de forma justa, honesta e confiável.",A pessoa usuária recebe uma estimativa clara de quanto tempo pode ter que esperar?,"O tempo de espera é comunicado de forma específica (ex. ""Você receberá uma resposta dentro de X horas""), e a expectativa é atendida quase sempre.",O tempo de espera não é comunicado.
Interação,Interagir assincronamente,Confiança,2,Int - Interagir assincronamente,12,"Envolve os comportamentos de interação, simultâneos ou não, para tirar dúvidas, enviar sugestões ou reclamações.","ex: - entrar em contato com o suporte para tirar dúvida; - entrar em contato com a Ouvidoria para registrar uma reclamação.","Envolve os comportamentos de interação, simultâneos ou não, para tirar dúvidas, enviar sugestões ou reclamações.ex: - entrar em contato com o suporte para tirar dúvida; - entrar em contato com a Ouvidoria para registrar uma reclamação.","É o comportamento da pessoa usuária de comunicar-se com o suporte do serviço de maneira não instantânea, com respostas em tempos distintos.","ex: enviar um e-mail para o suporte do serviço, expondo determinada questão.","É o comportamento da pessoa usuária de comunicar-se com o suporte do serviço de maneira não instantânea, com respostas em tempos distintos.ex: enviar um e-mail para o suporte do serviço, expondo determinada questão.","Refere-se à relação de credibilidade estabelecida entre a instituição pública e o cidadão, sustentada pela transparência nas ações e pela disponibilização de informações precisas e oportunas. É o sentimento de que a outra parte agirá de forma justa, honesta e confiável.","A pessoa usuária se sente confortável ao enviar uma dúvida, sugestão ou fazer uma reclamação?","Há estratégias para ajudar a pessoa usuária a se sentir muito confortável ao acessar o serviço (ex. ela é tratada com empatia e respeito, fornecendo privacidade), em situações em que possa se sentir envergonhada.","A pessoa usuária frequentemente se sente desconfortável ao acessar o serviço (ex. porque a situação é associada a estigmas), e não há estratégias para ajudá-la a se sentir mais à vontade."
Interação,Interagir assincronamente,Design,2,Int - Interagir assincronamente,13,"Envolve os comportamentos de interação, simultâneos ou não, para tirar dúvidas, enviar sugestões ou reclamações.","ex: - entrar em contato com o suporte para tirar dúvida; - entrar em contato com a Ouvidoria para registrar uma reclamação.","Envolve os comportamentos de interação, simultâneos ou não, para tirar dúvidas, enviar sugestões ou reclamações.ex: - entrar em contato com o suporte para tirar dúvida; - entrar em contato com a Ouvidoria para registrar uma reclamação.","É o comportamento da pessoa usuária de comunicar-se com o suporte do serviço de maneira não instantânea, com respostas em tempos distintos.","ex: enviar um e-mail para o suporte do serviço, expondo determinada questão.","É o comportamento da pessoa usuária de comunicar-se com o suporte do serviço de maneira não instantânea, com respostas em tempos distintos.ex: enviar um e-mail para o suporte do serviço, expondo determinada questão.","Refere-se à estética visual, incluindo a escolha de cores, fontes, layout e elementos gráficos.",Os campos do formulário são claros e organizados?,"Todas as perguntas são curtas e claramente focadas. Não há perguntas de duplo sentido.Todas as perguntas são claramente agrupadas e ordenadas logicamente.",Mais de 10% das perguntas são longas e/ou de duplo sentido. As perguntas não são agrupadas ou ordenadas logicamente.
Interação,Interagir assincronamente,Eficiência,2,Int - Interagir assincronamente,14,"Envolve os comportamentos de interação, simultâneos ou não, para tirar dúvidas, enviar sugestões ou reclamações.","ex: - entrar em contato com o suporte para tirar dúvida; - entrar em contato com a Ouvidoria para registrar uma reclamação.","Envolve os comportamentos de interação, simultâneos ou não, para tirar dúvidas, enviar sugestões ou reclamações.ex: - entrar em contato com o suporte para tirar dúvida; - entrar em contato com a Ouvidoria para registrar uma reclamação.","É o comportamento da pessoa usuária de comunicar-se com o suporte do serviço de maneira não instantânea, com respostas em tempos distintos.","ex: enviar um e-mail para o suporte do serviço, expondo determinada questão.","É o comportamento da pessoa usuária de comunicar-se com o suporte do serviço de maneira não instantânea, com respostas em tempos distintos.ex: enviar um e-mail para o suporte do serviço, expondo determinada questão.","Refere-se a realização de tarefas de forma rápida, precisa e de forma a prever e minimizar de erros.",Todos os campos no formulário são necessários?,Todos os campos são relevantes e não são solicitadas informações excessivas. As informações são solicitadas apenas se não puderem ser razoavelmente coletadas de outras fontes (ex. de instituições parceiras). Não há campos duplicados.,Mais de 10% dos campos são irrelevantes ou solicitam informações excessivas. A maioria ou todas as informações poderiam ter sido coletadas de outras fontes.
Interação,Interagir assincronamente,Facilidade de entendimento,2,Int - Interagir assincronamente,15,"Envolve os comportamentos de interação, simultâneos ou não, para tirar dúvidas, enviar sugestões ou reclamações.","ex: - entrar em contato com o suporte para tirar dúvida; - entrar em contato com a Ouvidoria para registrar uma reclamação.","Envolve os comportamentos de interação, simultâneos ou não, para tirar dúvidas, enviar sugestões ou reclamações.ex: - entrar em contato com o suporte para tirar dúvida; - entrar em contato com a Ouvidoria para registrar uma reclamação.","É o comportamento da pessoa usuária de comunicar-se com o suporte do serviço de maneira não instantânea, com respostas em tempos distintos.","ex: enviar um e-mail para o suporte do serviço, expondo determinada questão.","É o comportamento da pessoa usuária de comunicar-se com o suporte do serviço de maneira não instantânea, com respostas em tempos distintos.ex: enviar um e-mail para o suporte do serviço, expondo determinada questão.","Refere-se à experiência do receptor da mensagem na compreensão do conteúdo. O foco está na pessoa usuária, considerando fatores como conhecimento prévio, linguagem simples e contexto cultural.",O conteúdo é fácil de entender?,"Como interagir assincronamente é explicado de forma simples, com voz ativa, linguagem consistente e frases curtas. Todos os termos técnicos são explicados claramente, tornando fácil para todos os perfis de pessoas usuárias compreenderem a mensagem rapidamente e sem qualquer dificuldade.","Como interagir assincronamente é totalmente incompreensível, com linguagem extremamente técnica, jargões complexos, uso de voz passiva, frases longas e estrutura confusa. A pessoa usuária não consegue entender o significado das informações."
Interação,Interagir assincronamente,Conteúdo,2,Int - Interagir assincronamente,16,"Envolve os comportamentos de interação, simultâneos ou não, para tirar dúvidas, enviar sugestões ou reclamações.","ex: - entrar em contato com o suporte para tirar dúvida; - entrar em contato com a Ouvidoria para registrar uma reclamação.","Envolve os comportamentos de interação, simultâneos ou não, para tirar dúvidas, enviar sugestões ou reclamações.ex: - entrar em contato com o suporte para tirar dúvida; - entrar em contato com a Ouvidoria para registrar uma reclamação.","É o comportamento da pessoa usuária de comunicar-se com o suporte do serviço de maneira não instantânea, com respostas em tempos distintos.","ex: enviar um e-mail para o suporte do serviço, expondo determinada questão.","É o comportamento da pessoa usuária de comunicar-se com o suporte do serviço de maneira não instantânea, com respostas em tempos distintos.ex: enviar um e-mail para o suporte do serviço, expondo determinada questão.","Refere-se às informações que a pessoa usuária encontra no site ou aplicativo do serviço, desde textos e imagens até dados e funcionalidades. Um bom conteúdo é relevante, preciso, atualizado e organizado de forma lógica, facilitando a busca e a compreensão das informações.",O formulário fornece instruções para ajudar a pessoa usuária a entender e responder às perguntas?,O formulário fornece orientação clara para todas as perguntas. A orientação sempre é posicionada diretamente abaixo ou ao lado da pergunta relevante para que a pessoa usuária possa consultá-la rapidamente ao preencher o formulário.,"O formulário não fornece orientação para perguntas, ou a orientação é pouco clara e confusa. Não é fornecida orientação para as perguntas."
Interação,Interagir assincronamente,Autonomia,2,Int - Interagir assincronamente,17,"Envolve os comportamentos de interação, simultâneos ou não, para tirar dúvidas, enviar sugestões ou reclamações.","ex: - entrar em contato com o suporte para tirar dúvida; - entrar em contato com a Ouvidoria para registrar uma reclamação.","Envolve os comportamentos de interação, simultâneos ou não, para tirar dúvidas, enviar sugestões ou reclamações.ex: - entrar em contato com o suporte para tirar dúvida; - entrar em contato com a Ouvidoria para registrar uma reclamação.","É o comportamento da pessoa usuária de comunicar-se com o suporte do serviço de maneira não instantânea, com respostas em tempos distintos.","ex: enviar um e-mail para o suporte do serviço, expondo determinada questão.","É o comportamento da pessoa usuária de comunicar-se com o suporte do serviço de maneira não instantânea, com respostas em tempos distintos.ex: enviar um e-mail para o suporte do serviço, expondo determinada questão.","Refere-se à apresentação de interfaces que 'fazem sentido' para o usuário, proporcionando uma experiência mais fluida e satisfatória.",A pessoa usuária pode acompanhar seu progresso facilmente?,"Há claras pistas, na interface, indicando o quanto a pessoa usuária já progrediu no preenchimento do formulário e quanto falta para finalizá-lo, como barras de progresso ou rótulos de página (ex. ""Página 1 de 6"")","Não há barra de progresso nem rótulos de página (ex. ""Página 1 de 6"") para ajudar a pessoa usuária a entender quanto do formulário já foi completado e quanto falta."
Interação,Interagir assincronamente,Autonomia,2,Int - Interagir assincronamente,18,"Envolve os comportamentos de interação, simultâneos ou não, para tirar dúvidas, enviar sugestões ou reclamações.","ex: - entrar em contato com o suporte para tirar dúvida; - entrar em contato com a Ouvidoria para registrar uma reclamação.","Envolve os comportamentos de interação, simultâneos ou não, para tirar dúvidas, enviar sugestões ou reclamações.ex: - entrar em contato com o suporte para tirar dúvida; - entrar em contato com a Ouvidoria para registrar uma reclamação.","É o comportamento da pessoa usuária de comunicar-se com o suporte do serviço de maneira não instantânea, com respostas em tempos distintos.","ex: enviar um e-mail para o suporte do serviço, expondo determinada questão.","É o comportamento da pessoa usuária de comunicar-se com o suporte do serviço de maneira não instantânea, com respostas em tempos distintos.ex: enviar um e-mail para o suporte do serviço, expondo determinada questão.","Refere-se à apresentação de interfaces que 'fazem sentido' para o usuário, proporcionando uma experiência mais fluida e satisfatória.",A pessoa usuária pode salvar seu progresso?,"A pessoa usuária pode facilmente salvar seu progresso no formulário, fechá-lo e depois terminá-lo mais tarde.","A pessoa usuária não pode salvar seu progresso. Se sair do formulário por muito tempo, ele expira e é redefinido, obrigando-a a começar novamente."
Interação,Interagir assincronamente,Eficiência,2,Int - Interagir assincronamente,19,"Envolve os comportamentos de interação, simultâneos ou não, para tirar dúvidas, enviar sugestões ou reclamações.","ex: - entrar em contato com o suporte para tirar dúvida; - entrar em contato com a Ouvidoria para registrar uma reclamação.","Envolve os comportamentos de interação, simultâneos ou não, para tirar dúvidas, enviar sugestões ou reclamações.ex: - entrar em contato com o suporte para tirar dúvida; - entrar em contato com a Ouvidoria para registrar uma reclamação.","É o comportamento da pessoa usuária de comunicar-se com o suporte do serviço de maneira não instantânea, com respostas em tempos distintos.","ex: enviar um e-mail para o suporte do serviço, expondo determinada questão.","É o comportamento da pessoa usuária de comunicar-se com o suporte do serviço de maneira não instantânea, com respostas em tempos distintos.ex: enviar um e-mail para o suporte do serviço, expondo determinada questão.","Refere-se a realização de tarefas de forma rápida, precisa e de forma a prever e minimizar de erros.",O formulário utiliza recursos digitais para ajudar a pessoa usuária a completá-lo rapidamente e prevenir erros?,"Sempre que possível, as respostas são pré-preenchidas, usando dados disponíveis. As pessoas usuárias podem editar as respostas preenchidas. Sempre que possível, o formulário auto-valida respostas (ex. verificando o formato de endereços de e-mail e números de telefone) e exibe mensagens de erro claras, se for o caso. Recursos como botões, caixas e campos de seleção são utilizados para prevenir erros de forma eficaz.","O formulário não está disponível online, portanto, não possui recursos digitais como pré-preenchimento. O formulário pode auto-validar algumas respostas, mas não exibe mensagens de erro. Não são utilizados botões de rádio, caixas de seleção e campos de seleção suspensa, e as pessoa usuária deve digitar todas as respostas."
Interação,Interagir assincronamente,Design,2,Int - Interagir assincronamente,20,"Envolve os comportamentos de interação, simultâneos ou não, para tirar dúvidas, enviar sugestões ou reclamações.","ex: - entrar em contato com o suporte para tirar dúvida; - entrar em contato com a Ouvidoria para registrar uma reclamação.","Envolve os comportamentos de interação, simultâneos ou não, para tirar dúvidas, enviar sugestões ou reclamações.ex: - entrar em contato com o suporte para tirar dúvida; - entrar em contato com a Ouvidoria para registrar uma reclamação.","É o comportamento da pessoa usuária de comunicar-se com o suporte do serviço de maneira não instantânea, com respostas em tempos distintos.","ex: enviar um e-mail para o suporte do serviço, expondo determinada questão.","É o comportamento da pessoa usuária de comunicar-se com o suporte do serviço de maneira não instantânea, com respostas em tempos distintos.ex: enviar um e-mail para o suporte do serviço, expondo determinada questão.","Refere-se à estética visual, incluindo a escolha de cores, fontes, layout e elementos gráficos.","Há recursos visuais (ícones, negritos, etc) para ajudar a pessoa usuária a identificar e entender informações-chave?","A coloração e o negrito das palavras facilitam a identificação e compreensão rápida das informações chave.Ícones/imagens claros e envolventes são usados para ajudar a pessoa usuária a encontrar e entender informações-chave rapidamente (ex. ícones relevantes combinados com texto ou estatísticas, um processo visualizado como um infográfico passo-a-passo).","Não há uso de coloração nem negrito, dificultando a identificação das informações chave pela pessoa usuária.Não há ícones ou imagens no texto, tornando-o pouco envolvente e difícil para a pessoa usuária encontrar e entender rapidamente informações-chave."
Escolha,Selecionar entre alternativas,Conteúdo,1,Esc - Selecionar entre alternativas,1,"Envolve os comportamentos relacionados à análise e seleção de alternativas que sejam relevantes para a continuidade do processo. Pequenas escolhas, que tenham pouco ou nenhum impacto no andamento do processo, não precisam ser registradas.","ex: - escolher entre as opções de pagamento disponíveis (boleto, débito, PIX); - indicar o tipo de declaração do imposto de renda (simplificada ou completa).","Envolve os comportamentos relacionados à análise e seleção de alternativas que sejam relevantes para a continuidade do processo. Pequenas escolhas, que tenham pouco ou nenhum impacto no andamento do processo, não precisam ser registradas.ex: - escolher entre as opções de pagamento disponíveis (boleto, débito, PIX); - indicar o tipo de declaração do imposto de renda (simplificada ou completa).","É o comportamento da pessoa usuária de escolher entre diferentes opções ou atributos de um serviço, a fim de personalizar a experiência do usuário ou atender a necessidades específicas.",ex: escolher entre as opções disponíveis para entrar em contato com o suporte ao enfrentar dificuldades de acesso.,"É o comportamento da pessoa usuária de escolher entre diferentes opções ou atributos de um serviço, a fim de personalizar a experiência do usuário ou atender a necessidades específicas. ex: escolher entre as opções disponíveis para entrar em contato com o suporte ao enfrentar dificuldades de acesso.","Refere-se às informações que a pessoa usuária encontra no site ou aplicativo do serviço, desde textos e imagens até dados e funcionalidades. Um bom conteúdo é relevante, preciso, atualizado e organizado de forma lógica, facilitando a busca e a compreensão das informações.","São disponibilizadas informações claras, suficientes e organizadas para a pessoa usuária escolher entre as alternativas?",Todas as alternativas são curtas e claramente focadas. Não há alternativas de duplo sentido. Todas as alternativas são claramente agrupadas e ordenadas logicamente.,"Mais de 10% das alternativas são longas e/ou de duplo sentido.As alternativas não são agrupadas ou ordenadas logicamente."
Escolha,Selecionar entre alternativas,Eficiência,1,Esc - Selecionar entre alternativas,2,"Envolve os comportamentos relacionados à análise e seleção de alternativas que sejam relevantes para a continuidade do processo. Pequenas escolhas, que tenham pouco ou nenhum impacto no andamento do processo, não precisam ser registradas.","ex: - escolher entre as opções de pagamento disponíveis (boleto, débito, PIX); - indicar o tipo de declaração do imposto de renda (simplificada ou completa).","Envolve os comportamentos relacionados à análise e seleção de alternativas que sejam relevantes para a continuidade do processo. Pequenas escolhas, que tenham pouco ou nenhum impacto no andamento do processo, não precisam ser registradas.ex: - escolher entre as opções de pagamento disponíveis (boleto, débito, PIX); - indicar o tipo de declaração do imposto de renda (simplificada ou completa).","É o comportamento da pessoa usuária de escolher entre diferentes opções ou atributos de um serviço, a fim de personalizar a experiência do usuário ou atender a necessidades específicas.",ex: escolher entre as opções disponíveis para entrar em contato com o suporte ao enfrentar dificuldades de acesso.,"É o comportamento da pessoa usuária de escolher entre diferentes opções ou atributos de um serviço, a fim de personalizar a experiência do usuário ou atender a necessidades específicas. ex: escolher entre as opções disponíveis para entrar em contato com o suporte ao enfrentar dificuldades de acesso.","Refere-se a realização de tarefas de forma rápida, precisa e de forma a prever e minimizar de erros.",É utilizada uma opção padrão (default) que beneficia a pessoa usuária?,Uma opção padrão é usada para simplificar a decisão. Os benefícios da opção padrão escolhida são informados e a pessoa usuária pode facilmente optar por não a usar.,"Nenhuma opção padrão é usada ou, quando usada, os benefícios não são percebidos nem informados. É muito difícil para a pessoa usuária optar por não a usar."
Escolha,Selecionar entre alternativas,Flexibilidade,1,Esc - Selecionar entre alternativas,3,"Envolve os comportamentos relacionados à análise e seleção de alternativas que sejam relevantes para a continuidade do processo. Pequenas escolhas, que tenham pouco ou nenhum impacto no andamento do processo, não precisam ser registradas.","ex: - escolher entre as opções de pagamento disponíveis (boleto, débito, PIX); - indicar o tipo de declaração do imposto de renda (simplificada ou completa).","Envolve os comportamentos relacionados à análise e seleção de alternativas que sejam relevantes para a continuidade do processo. Pequenas escolhas, que tenham pouco ou nenhum impacto no andamento do processo, não precisam ser registradas.ex: - escolher entre as opções de pagamento disponíveis (boleto, débito, PIX); - indicar o tipo de declaração do imposto de renda (simplificada ou completa).","É o comportamento da pessoa usuária de escolher entre diferentes opções ou atributos de um serviço, a fim de personalizar a experiência do usuário ou atender a necessidades específicas.",ex: escolher entre as opções disponíveis para entrar em contato com o suporte ao enfrentar dificuldades de acesso.,"É o comportamento da pessoa usuária de escolher entre diferentes opções ou atributos de um serviço, a fim de personalizar a experiência do usuário ou atender a necessidades específicas. ex: escolher entre as opções disponíveis para entrar em contato com o suporte ao enfrentar dificuldades de acesso.",Refere-se à capacidade de um site ou aplicativo se adaptar às diferentes necessidades e preferências das pessoas usuárias.,A pessoa usuária consegue reverter facilmente uma escolha anterior?,"A reversão é instantânea e automática, com apenas um clique ou toque.",A ação não pode ser desfeita de forma alguma.
Escolha,Selecionar entre alternativas,Facilidade de entendimento,1,Esc - Selecionar entre alternativas,4,"Envolve os comportamentos relacionados à análise e seleção de alternativas que sejam relevantes para a continuidade do processo. Pequenas escolhas, que tenham pouco ou nenhum impacto no andamento do processo, não precisam ser registradas.","ex: - escolher entre as opções de pagamento disponíveis (boleto, débito, PIX); - indicar o tipo de declaração do imposto de renda (simplificada ou completa).","Envolve os comportamentos relacionados à análise e seleção de alternativas que sejam relevantes para a continuidade do processo. Pequenas escolhas, que tenham pouco ou nenhum impacto no andamento do processo, não precisam ser registradas.ex: - escolher entre as opções de pagamento disponíveis (boleto, débito, PIX); - indicar o tipo de declaração do imposto de renda (simplificada ou completa).","É o comportamento da pessoa usuária de escolher entre diferentes opções ou atributos de um serviço, a fim de personalizar a experiência do usuário ou atender a necessidades específicas.",ex: escolher entre as opções disponíveis para entrar em contato com o suporte ao enfrentar dificuldades de acesso.,"É o comportamento da pessoa usuária de escolher entre diferentes opções ou atributos de um serviço, a fim de personalizar a experiência do usuário ou atender a necessidades específicas. ex: escolher entre as opções disponíveis para entrar em contato com o suporte ao enfrentar dificuldades de acesso.","Refere-se à experiência do receptor da mensagem na compreensão do conteúdo. O foco está na pessoa usuária, considerando fatores como conhecimento prévio, linguagem simples e contexto cultural.",O conteúdo das alternativas é fácil de entender?,"As alternativas possíveis são escritas de forma simples, com voz ativa, linguagem consistente e frases curtas. Todos os termos técnicos são explicados claramente, tornando fácil para todos os perfis de pessoas usuárias compreenderem as informações rapidamente e sem qualquer dificuldade.","As alternativas possíveis são escritas de forma totalmente incompreensível, com linguagem extremamente técnica, jargões complexos, uso de voz passiva, frases/palavras longas e estrutura confusa. A pessoa usuária não consegue entender o significado das informações."
Escolha,Selecionar entre alternativas,Confiança,1,Esc - Selecionar entre alternativas,5,"Envolve os comportamentos relacionados à análise e seleção de alternativas que sejam relevantes para a continuidade do processo. Pequenas escolhas, que tenham pouco ou nenhum impacto no andamento do processo, não precisam ser registradas.","ex: - escolher entre as opções de pagamento disponíveis (boleto, débito, PIX); - indicar o tipo de declaração do imposto de renda (simplificada ou completa).","Envolve os comportamentos relacionados à análise e seleção de alternativas que sejam relevantes para a continuidade do processo. Pequenas escolhas, que tenham pouco ou nenhum impacto no andamento do processo, não precisam ser registradas.ex: - escolher entre as opções de pagamento disponíveis (boleto, débito, PIX); - indicar o tipo de declaração do imposto de renda (simplificada ou completa).","É o comportamento da pessoa usuária de escolher entre diferentes opções ou atributos de um serviço, a fim de personalizar a experiência do usuário ou atender a necessidades específicas.",ex: escolher entre as opções disponíveis para entrar em contato com o suporte ao enfrentar dificuldades de acesso.,"É o comportamento da pessoa usuária de escolher entre diferentes opções ou atributos de um serviço, a fim de personalizar a experiência do usuário ou atender a necessidades específicas. ex: escolher entre as opções disponíveis para entrar em contato com o suporte ao enfrentar dificuldades de acesso.","Refere-se à relação de credibilidade estabelecida entre a instituição pública e o cidadão, sustentada pela transparência nas ações e pela disponibilização de informações precisas e oportunas. É o sentimento de que a outra parte agirá de forma justa, honesta e confiável.",As implicações da escolha da alternativa são claramente informadas?,"São disponibilizadas informações sobre cada alternativa, incluindo os possíveis prós e contras de cada uma (como uma tabela de comparação, que delimita claramente todas as implicações).",Nenhuma informação sobre as implicações da escolha de determinada alternativa são fornecidas.
Escolha,Selecionar entre alternativas,Apoio proativo,1,Esc - Selecionar entre alternativas,6,"Envolve os comportamentos relacionados à análise e seleção de alternativas que sejam relevantes para a continuidade do processo. Pequenas escolhas, que tenham pouco ou nenhum impacto no andamento do processo, não precisam ser registradas.","ex: - escolher entre as opções de pagamento disponíveis (boleto, débito, PIX); - indicar o tipo de declaração do imposto de renda (simplificada ou completa).","Envolve os comportamentos relacionados à análise e seleção de alternativas que sejam relevantes para a continuidade do processo. Pequenas escolhas, que tenham pouco ou nenhum impacto no andamento do processo, não precisam ser registradas.ex: - escolher entre as opções de pagamento disponíveis (boleto, débito, PIX); - indicar o tipo de declaração do imposto de renda (simplificada ou completa).","É o comportamento da pessoa usuária de escolher entre diferentes opções ou atributos de um serviço, a fim de personalizar a experiência do usuário ou atender a necessidades específicas.",ex: escolher entre as opções disponíveis para entrar em contato com o suporte ao enfrentar dificuldades de acesso.,"É o comportamento da pessoa usuária de escolher entre diferentes opções ou atributos de um serviço, a fim de personalizar a experiência do usuário ou atender a necessidades específicas. ex: escolher entre as opções disponíveis para entrar em contato com o suporte ao enfrentar dificuldades de acesso.",Refere-se a iniciativa de prever e solucionar problemas antes mesmo que os usuários os identifiquem.,"Recursos automáticos são disponibilizados para a pessoa usuária verificar ou tirar dúvida sobre sua elegibilidade, como chat, perguntas e respostas, etc?","Há recursos interativos e instantâneos, como chatbots inteligentes e assistentes virtuais que ajudam os usuários a compreendrem ou tirarem dúvida sobre as alternativas de forma transparente.",Não há nenhum nenhum recurso interativo e instantâneo disponível para a pessoa usuária compreender ou tirar dúvida sobre as alternativas
